FIA.Code,jenkins_model,PLANTS.Code,Scientific.Name.with.Author,Common.Name,Family,habit,Genus,Species,Adj.Factor,model_name,betaZero,betaOne,chojnacky,Species.Group,Group,MedianSpecGrav,beta0,beta1
NA,woodland,PUST,Purshia stansburiana (Torr.) Henrickson,Stansbury cliffrose,Rosaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,woodland,PUTR2,Purshia tridentata (Pursh) DC.,antelope bitterbrush,Rosaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
8421,mixed hardwood,PYCA80,Pyrus calleryana Decne.,Callery pear,Rosaceae,tree,Pyrus,calleryana,0.84,hw3,-2.48,2.4835,NA,NA,NA,NA,NA,NA
NA,,PYPU,Pyrularia pubera Michx.,buffalo nut,Santalaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8420,mixed hardwood,PYRUS,Pyrus L.,pear,Rosaceae,tree,Pyrus,Spp.,0.84,hw3,-2.48,2.4835,NA,NA,NA,NA,NA,NA
802,hard maple/oak/hickory/beech,QUAL,Quercus alba L.,white oak,Fagaceae,tree,Quercus,alba,0.77,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
804,hard maple/oak/hickory/beech,QUBI,Quercus bicolor Willd.,swamp white oak,Fagaceae,tree,Quercus,bicolor,0.77,hw4,-2.0127,2.4342,NA,NA,NA,NA,NA,NA
8441,hard maple/oak/hickory/beech,QUCH,Quercus chapmanii Sarg.,Chapman oak,Fagaceae,tree,NA,NA,0.84,hw4,-2.0127,2.4342,NA,NA,NA,NA,NA,NA
805,hard maple/oak/hickory/beech,QUCH2,Quercus chrysolepis Liebm.,canyon live oak,Fagaceae,tree,Quercus,chrysolepis,0.84,hw4,-2.0127,2.4342,NA,NA,NA,NA,NA,NA
806,hard maple/oak/hickory/beech,QUCO2,Quercus coccinea Münchh.,scarlet oak,Fagaceae,tree,Quercus,coccinea,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
807,hard maple/oak/hickory/beech,QUDO,Quercus douglasii Hook. & Arn.,blue oak,Fagaceae,tree,Quercus,douglasii,0.84,hw4,-2.0127,2.4342,Fagaceae,woodland,Woodland,0.59,-3.0304,2.4982
807,hard maple/oak/hickory/beech,QUDO,Quercus douglasii Hook. & Arn.,blue oak,Fagaceae,tree,Quercus,douglasii,0.84,hw4,-2.0127,2.4342,FagaceaeEvergreen,hardwood,Hardwood,0.58,-2.2198,2.441
809,hard maple/oak/hickory/beech,QUEL,Quercus ellipsoidalis E.J. Hill,northern pin oak,Fagaceae,tree,Quercus,ellipsoidalis,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
833,hard maple/oak/hickory/beech,QUERC,Quercus L.,oak,Fagaceae,tree,NA,NA,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
812,hard maple/oak/hickory/beech,QUFA,Quercus falcata Michx.,southern red oak,Fagaceae,tree,Quercus,falcata,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
8438,hard maple/oak/hickory/beech,QUFU,Quercus fusiformis Small,Texas live oak,Fagaceae,tree,Quercus,fusiformis,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
8441,hard maple/oak/hickory/beech,QUGE2,Quercus geminata Small,sand live oak,Fagaceae,tree,Quercus,geminata,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
831,hard maple/oak/hickory/beech,QUHE,Quercus Ã—heterophylla Michx. f. (pro sp.),Bartram oak,Fagaceae,tree,NA,NA,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
8449,hard maple/oak/hickory/beech,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,Darlington oak,Fagaceae,tree,Quercus,hemisphaerica,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
842,hard maple/oak/hickory/beech,QUIN,Quercus incana W. Bartram,bluejack oak,Fagaceae,tree,Quercus,incana,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
816,hard maple/oak/hickory/beech,QUIN7,Quercus inopina Ashe,sandhill oak,Fagaceae,tree,NA,NA,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
818,hard maple/oak/hickory/beech,QUKE,Quercus kelloggii Newberry,California black oak,Fagaceae,tree,Quercus,kelloggii,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
8514,hard maple/oak/hickory/beech,QULA,Quercus laceyi Small,Lacey oak,Fagaceae,tree,Quercus,laceyi,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
819,hard maple/oak/hickory/beech,QULA2,Quercus laevis Walter,turkey oak,Fagaceae,tree,Quercus,laevis,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
820,hard maple/oak/hickory/beech,QULA3,Quercus laurifolia Michx.,laurel oak,Fagaceae,tree,Quercus,laurifolia,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.58,-2.0705,2.441
822,hard maple/oak/hickory/beech,QULY,Quercus lyrata Walter,overcup oak,Fagaceae,tree,Quercus,lyrata,0.722,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
8441,hard maple/oak/hickory/beech,QUMA13,Quercus margaretta (Ashe) Small,sand post oak,Fagaceae,tree,NA,NA,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
823,hard maple/oak/hickory/beech,QUMA2,Quercus macrocarpa Michx.,bur oak,Fagaceae,tree,Quercus,macrocarpa,0.77,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
824,hard maple/oak/hickory/beech,QUMA3,Quercus marilandica Münchh.,blackjack oak,Fagaceae,tree,Quercus,marilandica,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
825,hard maple/oak/hickory/beech,QUMI,Quercus michauxii Nutt.,swamp chestnut oak,Fagaceae,tree,Quercus,michauxii,0.77,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
841,hard maple/oak/hickory/beech,QUMI2,Quercus minima (Sarg.) Small,dwarf live oak,Fagaceae,tree,Quercus,minima,0.722,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.58,-2.0705,2.441
926,hard maple/oak/hickory/beech,QUMO4,Quercus montana Willd.,chestnut oak,Fagaceae,tree,NA,NA,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
826,hard maple/oak/hickory/beech,QUMU,Quercus muehlenbergii Engelm.,chinquapin oak,Fagaceae,tree,Quercus,muehlenbergii,0.77,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
6791,hard maple/oak/hickory/beech,QUMY,Quercus myrtifolia Willd.,myrtle oak,Fagaceae,tree,Quercus,myrtifolia,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
833,hard maple/oak/hickory/beech,QUNE,Quercus ×neopalmeri Sudw. ex Palmer,hybrid oak,Fagaceae,tree,NA,NA,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
827,hard maple/oak/hickory/beech,QUNI,Quercus nigra L.,water oak,Fagaceae,tree,Quercus,nigra,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
833,hard maple/oak/hickory/beech,QUPA,Quercus ×palaeolithicola Trel.,hybrid oak,Fagaceae,tree,NA,NA,0.811,NA,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
830,hard maple/oak/hickory/beech,QUPA2,Quercus palustris MÃ¼nchh.,pin oak,Fagaceae,tree,Quercus,palustris,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
813,hard maple/oak/hickory/beech,QUPA5,Quercus pagoda Raf.,cherrybark oak,Fagaceae,tree,Quercus,pagoda,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
831,hard maple/oak/hickory/beech,QUPH,Quercus phellos L.,willow oak,Fagaceae,tree,Quercus,phellos,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
NA,,QUPU80,Quercus pumila Walter,running oak,Fagaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,hard maple/oak/hickory/beech,QURU,Quercus rubra L.,northern red oak,Fagaceae,tree,Quercus,rubra,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
833,hard maple/oak/hickory/beech,QURUR,Quercus rubra L. var. rubra,northern red oak,Fagaceae,tree,NA,NA,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
834,hard maple/oak/hickory/beech,QUSH,Quercus shumardii Buckley,Shumard's oak,Fagaceae,tree,Quercus,shumardii,0.811,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
835,hard maple/oak/hickory/beech,QUST,Quercus stellata Wangenh.,post oak,Fagaceae,tree,Quercus,stellata,0.722,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
837,hard maple/oak/hickory/beech,QUVE,Quercus velutina Lam.,black oak,Fagaceae,tree,Quercus,velutina,0.78,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,0.57,-2.0705,2.441
838,hard maple/oak/hickory/beech,QUVI,Quercus virginiana Mill.,live oak,Fagaceae,tree,Quercus,virginiana,0.722,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
839,hard maple/oak/hickory/beech,QUWI2,Quercus wislizeni A. DC.,interior live oak,Fagaceae,tree,Quercus,wislizeni,0.84,hw4,-2.0127,2.4342,FagaceaeDeciduous,hardwood,Hardwood,NA,-2.0705,2.441
8425,,RAAC,Randia aculeata L.,white indigoberry,Rubiaceae,shrub,Randia,aculeata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RAPO2,Randia portoricensis (Urb.) Britton & Standl.,Puerto Rico indigoberry,Rubiaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8444,woodland,REGU,Reynosia guama Urb.,guama,Rhamnaceae,shrub/tree,Reynosia,guama,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
8447,woodland,REUN,Reynosia uncinata Urb.,sloe,Rhamnaceae,shrub/tree,Reynosia,uncinata,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,woodland,RHAL,Rhamnus alnifolia L'HÃ©r.,alderleaf buckthorn,Rhamnaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,,RHAR4,Rhus aromatica Aiton,fragrant sumac,Anacardiaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,RHCA4,Rhododendron calendulaceum (Michx.) Torr.,flame azalea,Ericaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,NA,NA,NA,-2.2118,2.4133
NA,woodland,RHCA7,Rhododendron canescens (Michx.) Sweet,mountain azalea,Ericaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,NA,NA,NA,-2.2118,2.4133
NA,,RHCO,Rhus copallinum L.,winged sumac,Anacardiaceae,shrub/tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,RHDA,Rhamnus davurica Pall.,Dahurian buckthorn,Rhamnaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,,RHGL,Rhus glabra L.,smooth sumac,Anacardiaceae,shrub/tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,RHIL,Rhamnus ilicifolia Kellogg,hollyleaf redberry,Rhamnaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,woodland,RHMA4,Rhododendron maximum L.,great laurel,Ericaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,NA,NA,NA,-2.2118,2.4133
NA,woodland,RHODO,Rhododendron L.,rhododendron,Ericaceae,shrub/tree,NA,NA,NA,NA,-0.7152,1.7029,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,NA,NA,NA,-2.2118,2.4133
NA,,RHPE4,Rhododendron periclymenoides (Michx.) Shinners,pink azalea,Ericaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RHSC3,Rhodotypos scandens (Thunb.) Makino,jetbead,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RHTY,Rhus typhina L.,staghorn sumac,Anacardiaceae,shrub/tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RHUS,Rhus L.,sumac,Anacardiaceae,shrub/tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RIBES,Ribes L.,currant,Grossulariaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RICE,Ribes cereum Douglas,wax currant,Grossulariaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RIGL,Ribes glandulosum Grauer,skunk currant,Grossulariaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RIMI,Ribes missouriense Nutt.,Missouri gooseberry,Grossulariaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RIRO,Ribes roezlii Regel,Sierra gooseberry,Grossulariaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476,woodland,ROAC2,Rochefortia acanthophora (DC.) Griseb.,greenheart ebony,Boraginaceae,shrub/tree,Rochefortia,acanthophora,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,,ROAR3,Rosa arkansana Porter,prairie rose,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,ROGY,Rosa gymnocarpa Nutt.,dwarf rose,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8483,,ROIN4,Rondeletia inermis (Spreng.) Krug & Urb.,cordobancillo,Rubiaceae,shrub,Rondeletia,inermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,ROMU,Rosa multiflora Thunb.,multiflora rose,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,mixed hardwood,ROPS,Robinia pseudoacacia L.,black locust,Fabaceae,tree,Robinia,pseudoacacia,0.932,hw3,-2.48,2.4835,Fabaceae/Juglandaceae/Other,hardwood,Hardwood,0.66,-2.5095,2.5437
NA,,ROSE2,Rosa setigera Michx.,climbing rose,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,ROWO,Rosa woodsii Lindl.,Woods' rose,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUAL,Rubus allegheniensis Porter,Allegheny blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUAR9,Rubus armeniacus Focke,Himalayan blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUBUS,Rubus L.,blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUHA,Rubus hawaiensis A. Gray,Hawai'i blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RULA,Rubus laciniatus Willd.,cutleaf blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RULE,Rubus leucodermis Douglas ex Torr. & A. Gray,whitebark raspberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUOC,Rubus occidentalis L.,black raspberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUOK,Rubus oklahomus L.H. Bailey,Oklahoma blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUPA,Rubus parviflorus Nutt.,thimbleberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUPE3,Rubus pensilvanicus Poir.,Pennsylvania blackberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUPH,Rubus phoenicolasius Maxim.,wine raspberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,RUSP,Rubus spectabilis Pursh,salmonberry,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SAAL,Salix alaxensis (Andersson) Coville,feltleaf willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
931,mixed hardwood,SAAL5,Sassafras albidum (Nutt.) Nees,sassafras,Lauraceae,tree,Sassafras,albidum,0.792,hw3,-2.48,2.4835,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,hardwood,Hardwood,0.47,-2.2118,2.4133
NA,aspen/alder/cottonwood/willow,SABE2,Salix bebbiana Sarg.,Bebb willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SACA4,Salix candida FlueggÃ© ex Willd.,sageleaf willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,,SACY3,Sadleria cyatheoides Kaulf.,amaumau fern,Blechnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SADLE,Sadleria Kaulf.,sadleria,Blechnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,SAET,Sabal etonia Swingle ex Nash,scrub palmetto,Arecaceae,palm,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SAGL,Salix glauca L.,grayleaf willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SAHA,Salix hastata L.,halberd willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SALIX,Salix L.,willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,,SAMBU,Sambucus L.,elderberry,Caprifoliaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,SAMI8,Sabal minor (Jacq.) Pers.,dwarf palmetto,Arecaceae,palm,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
NA,aspen/alder/cottonwood/willow,SAMY,Salix myrtillifolia Andersson,blueberry willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
922,aspen/alder/cottonwood/willow,SANI,Salix nigra Marshall,black willow,Salicaceae,tree,Salix,nigra,0.792,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,mixed hardwood,SANI4,Sambucus nigra L.,black elderberry,Caprifoliaceae,shrub,NA,NA,NA,NA,-2.48,2.4835,NA,NA,NA,NA,NA,NA
NA,,SANIC4,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry,Caprifoliaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SANIC5,Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,blue elderberry,Caprifoliaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SAPA11,Sadleria pallida Hook. & Arn.,ama'u,Blechnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SAPE2,Salix pedicellaris Pursh,bog willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SAPE5,Salix petiolaris Sm.,meadow willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SAPU15,Salix pulchra Cham.,tealeaf willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SAPY,Salix pyrifolia Andersson,balsam willow,Salicaceae,tree,Salix,pyrifolia,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
NA,,SARA2,Sambucus racemosa L.,red elderberry,Caprifoliaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SARI4,Salix richardsonii Hook.,Richardson's willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
926,aspen/alder/cottonwood/willow,SASC,Salix scouleriana Barratt ex Hook.,Scouler's willow,Salicaceae,tree,NA,NA,0.84,hw1,-2.2094,2.3867,NA,NA,NA,NA,NA,NA
8546,,SASE6,Savia sessiliflora (Sw.) Willd.,amansa guapo,Euphorbiaceae,shrub,Savia,sessiliflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SASO2,Sadleria souleyetiana (Gaudich.) T. Moore,longleaf plume fern,Blechnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,mixed hardwood,SASSA,Sassafras Nees & Eberm.,sassafras,Lauraceae,tree,NA,NA,0.84,hw3,-2.48,2.4835,NA,NA,NA,NA,NA,NA
NA,,SAVE4,Sarcobatus vermiculatus (Hook.) Torr.,greasewood,Chenopodiaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8554,,SCFR,Schaefferia frutescens Jacq.,Florida boxwood,Celastraceae,shrub,Schaefferia,frutescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SEFL3,Senecio flaccidus Less.,threadleaf ragwort,Asteraceae,forb/herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,mixed hardwood,SEGR4,Senegalia greggii (A. Gray) Britton & Rose,catclaw acacia,Fabaceae,tree,NA,NA,0.84,hw3,-2.48,2.4835,NA,NA,NA,NA,NA,NA
NA,,SEPO4,Serjania polyphylla (L.) Radlk.,basketwood,Sapindaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,woodland,SERE2,Serenoa repens (W. Bartram) Small,saw palmetto,Arecaceae,palm,NA,NA,NA,NA,-0.7152,1.7029,NA,NA,NA,NA,NA,NA
8596,mixed hardwood,SESI3,Senna siamea (Lam.) Irwin & Barneby,Siamese cassia,Fabaceae,tree,Senna,siamea,0.84,hw3,-2.48,2.4835,NA,NA,NA,NA,NA,NA
NA,,SHAR,Shepherdia argentea (Pursh) Nutt.,silver buffaloberry,Elaeagnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SHCA,Shepherdia canadensis (L.) Nutt.,russet buffaloberry,Elaeagnaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SIDER2,Sideroxylon L.,bully,Sapotaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SILA20,Sideroxylon lanuginosum Michx.,gum bully,Sapotaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,,SILAL3,Sideroxylon lanuginosum Michx. ssp. lanuginosum,gum bully,Sapotaceae,shrub,Sideroxylon,lanuginosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8615,,SILY,Sideroxylon lycioides L.,buckthorn bully,Sapotaceae,shrub,Sideroxylon,lycioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8613,,SIOB,Sideroxylon obovatum Lam.,breakbill,Sapotaceae,shrub,Sideroxylon,obovatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,,SISA6,Sideroxylon salicifolium (L.) Lam.,white bully,Sapotaceae,shrub,Sideroxylon,salicifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8616,,SITE2,Sideroxylon tenax L.,tough bully,Sapotaceae,shrub,Sideroxylon,tenax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMAU,Smilax auriculata Walter,earleaf greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMGL,Smilax glauca Walter,cat greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMILA2,Smilax L.,greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMLA,Smilax laurifolia L.,laurel greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMRO,Smilax rotundifolia L.,roundleaf greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,SMSM,Smilax smallii Morong,lanceleaf greenbrier,Smilacaceae,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,woodland,SOAM3,Sorbus americana Marshall,American mountain ash,Rosaceae,shrub/tree,Sorbus,americana,NA,NA,-0.7152,1.7029,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae,hardwood,Hardwood,0.47,-2.2118,2.4133
NA,,SPAL2,Spiraea alba Du Roi,white meadowsweet,Rosaceae,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
